"S.
No.",Detail of Gifts,Name of Recipient,Date,"Assessed
Value",,,,"Retention
cost",retention_cost,,,Remarks,,,
100,"One     wrist     watch, Hamilton",Military  Secretary  to  the President of Pakistan,02/12/2008,"Rs.65,000/-","65,000",,,"Rs.8,250/-",8250.00,-,,"Amount deposited, gift retained",,,
202,One Watch Hamilton,"Maj.  Jamil  Ur  Rehman, Security   Officer   to   the President",15/08/2011,"Rs.65,000/-","65,000",,,"Rs. 8,250/-",8250.00,-,,"Amount deposited, gift retained",,,
205,One Watch Hamilton,"Mr.     Shoaib     Saleem, Protocol           Assistant. President Secretariat",15/08/2011,"Rs.65,000/-","65,000",,,"Rs. 8,250/-",8250.00,-,,"Amount deposited, gift retained",,,
58,One       Wrist       watch Christian     Dior     wrist watch with Pen,"Mr.    Ehsanulllah    khan, Ambassador    /    Special envoy to President",12/12/2005,"Rs.65,000/-","65,000",,,"Rs.8,250/-",8250.00,-,,"Amount deposited, gift retained",,,
92,"a.  One   mobile   set Nokia
b.  One Jewelry set","Syed              Yahya Manawar,     Political Secretary    to    the
Prime Minister",14/02/2003,"a.  Rs.22,000/-
b.  Rs.41,602/-",  Rs,"22,000",,"Rs.8,041/-",8041.00,-,,"Amount deposited, gift retained",,,
101,"One     Saint     Honore, Studs & Ballpoint","Mr.    M.    Ilyas    Khan, Reporter APP",19/05/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
130,"One                W/Watch
(Mouawad)           Model ACIER-3161","Mr.     Tasawar     Khan,
Chief   of   Protocol,   CP M/o Foreign Affairs",21/10/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
57,"One    w/watch    (Saint Honore)  with  Cufflinks
and ball pen.","Mr.  Haroon  Elahi  Toor, Reporter",17/03/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
59,"One    w/watch    (Saint Honore)  with  Cufflinks
and ball pen.","Mr.    Imran    Hussain, Cameraman         Prime
Minister Media Team",17/03/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
65,One Model (Golden & Silver),"Mr.             Mamnoon Hussain,  President  of
Pakistan",15/05/2015,Rs. 50000/-,50000,,,"Rs. 8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
62,One Silver Kettle,"Khawaja         Asif,
Former       Foreign Minister",14/04/2018,"Rs.70,000/-","70,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
45,"A   box   containing   one w/watch  (Saint  Honore 890031-71-E11),     one
pen & pair of Cufflinks","Mr.        M.        Zaheer, Cameraman, APP",01/03/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
46,"A   box   containing   one w/watch  (Saint  Honore 89001311-F13),      one
pen & pair of Cufflinks","Mr.         M.         Hanif, Photographer, PID",01/03/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
58,One    w/watch    (Saint Honore)  with  Cufflinks and ball pen.,"Mr.   M.   Afzal   Tanvir, Engineer,             Prime
Minister   Media   Team (PTV)",17/03/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
78,"(a)Model      of      Horse (Golden).
(b)One carpet (large).",Mr.  Mamnoon  Hussain President of Pakistan,05/04/2016,"(a)Rs.10,000/-
(b)Rs.40,000/-","10,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
135,One Apple  iPad Air  Wifi 16GB Space Gray Model A1566.,"Admiral       Muhammad Zakaullah, Naval Chief",07/11/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
139,One   W/Watch   (Aigner A37500),"Mr.   Amir   Ilyas   Rana,
Bureau   Chief   Express News",17/11/2016,"Rs.50,000/-","50,000",,,"Rs.8,000/-",8000.00,-,,"Amount deposited, gift retained",,,
12,"Ladies     Jewelry     Set containing: -
(one    Necklace,    one Ring & one pair of Ear
Rings)","Begum               Admiral Muhammad    Zakaullah, Naval Chief",31/01/2017,"Rs.49,500/-","49,500",,,"Rs.7,900/-",7900.00,-,,"Amount deposited, gift retained",,,
120,"a.  One   mobile   set Nokia
b.  One Jewelry set","Brig. (r) Mian Khalid Habib,     Chief     of Protocol,       Foreign
Affairs",01/03/2003,"a.  Rs.22,000/-
b.  Rs.40,500/-",  Rs,"22,000",,"Rs.7,875/-",7875.00,-,,"Amount deposited, gift retained",,,
94,One wrist watch Bvlgari,Mir      Faridullah      Khan Jamali,10/05/2004,"Rs.62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
65,"One  wrist  watch, Bulgari (BB 33 SS
AUTO J 286595)","Mr.        Riaz        H. Khokhar,      Foreign
Secretary",03/02/2003,"Rs.62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
64,"a.  A perfume Box
b.  A wall Hanging","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",11/10/2005,"Rs.62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
21,"One  wrist  watch, Bulgari (No.BB 33 SS L-9366)","Brig    (R)    Mansoor Hamid,         Special
Assistant     to     the Prime Minister",15/01/2003,"Rs.62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
22,"One  wrist  watch, Bulgari","Mr.   Shaukat   Aziz, Advisor to the Prime Minister  on  Finance and           Economic
Affairs",16/01/2003,"Rs.62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
115,Wrist           watch Bvlgari,"Mr.           Bahrullah Hazarvi,        Deputy
Director,        Arabic Interpreter",22/02/2003,"Rs. 62,000/-","62,000",,,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
453,a.  One     wrist     watch Eloga  Swiss-Ref  No.,Principle Secretary to the Prime Minister,28/02/2005,"a.  Rs.40,000/-
b.  Rs.22,000/-",  Rs,"40,000",,"Rs.7,800/-",7800.00,-,,"Amount deposited, gift retained",,,
151,"Mobile             Phone (Huawei Mate 7)
Ladies Purse.","Mr.             Mamnoon Hussain,  President  of Pakistan",25/11/2015,"Rs.43,000/-
Rs.5,000/-","43,000",,,"Rs.7,600/-",7600.00,-,,"Amount deposited, gift retained",,,
89,"a.  One   mobile   set Nokia
b.  One Jewelry set","Malik    Asif    Hayat, Additional
Secretary,       Prime Minister Secretariat",14/02/2003,"a.  Rs.22,000/-
b.  Rs.38,216/-",  Rs,"22,000",,"Rs.7,533/-",7533.00,-,,"Amount deposited, gift retained",,,
149,One W/Watch (Versace) VA-706 0013,"Admiral       Muhammad
Zakaullah,     Chief     of Naval Staff",06/12/2016,"Rs.47,500/-","47,500",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
204,One Watch Hamilton,"Mr.   Manzoor   Ali,   Cook President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
206,One Watch Hamilton,"Hav.   Muhammad   Jamil,
Security  Staff  President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
207,One Watch Hamilton,"Hav. Amanullah, Security
Staff                 President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
209,One Watch Hamilton,"L/NK    Abdul    Rehman,
Security  Staff  President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
213,One Watch Hamilton,"Hav.  Akbar  Ali,  Security
Staff                 President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
218,"One       Wrist       Watch
Hamilton     (No.2824-2- H395150)","Sub   Inspector   Manzoor Hussain, Gunman",16/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
221,"One       Wrist       Watch
Hamilton (No.10BAR/145PSI)","Constable, Khawar Abbas Gunman",16/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
228,One       Wrist       Watch Hamilton (No.H 644250),"Brig.    Tahir    Ali    Malik,
Military     Secretary     to Prime Minister",18/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
230,One       Wrist       Watch Hamilton (No.H 647150),"Wing    Cadre.    Shahzad
Fatah,    ADC    to    Prime Minister",18/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
255,One Watch Hamilton,"Mr.    Muhammad    Tariq, Photographer, PID",28/09/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
268,One       Wrist       Watch Hamilton (No.384101),"Mr.   Muhammad   Naeem
Khan,    Prime     Minister (PM) Sectt.",19/10/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
27,One    w/watch    (Tag Heuer),"Daughter    of    Secretary
Education,   Mr.   Jehangir Bashar",26/02/2008,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
37,One Wrist Watch Ebel (No.1955K41),"Maj.      Shaheryar      Eqbal
Saeed,  ADC  to  President, ADC (P)",07/02/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
263,One Wrist Watch Ebel (No.1955K41),"Maj.   Gen.   Akhtar   Iqbal, DCOS",21/06/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
266,One Wrist Watch Ebel (No.1955K41),"Lt.   Col.   Baber    Mumtaz, Addl. CSO to President.",21/06/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
269,One Wrist Watch Ebel (No.1955K41),"Maj. Mobeen Umer Farooqi, Security Officer",21/06/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
203,One Watch Hamilton,"Mr.  Wazir  Abbasi,  Valet, President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
208,One Watch Hamilton,"L/NK     Saeed     Akhtar, Security  Staff,  President
Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
210,One Watch Hamilton,"Cons     Sajid     Hussain, Security  Staff  President
Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
212,One Watch Hamilton,"Mukhtar     Ahmed,     SPI Branch,    Security    Staff
President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
223,One  Wrist  Watch  POG (No.POG E66903),"Const.  Waseem  Ahmed, Gunman",16/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
225,"One       Wrist       Watch Hamilton             (No.20
BAR/290 PSI)","Const.      Faqir      Shah, Gunman",16/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
232,One       Wrist       Watch Hamilton (No.H365160),"SP  M.  Suleman  Security Officer  to  Prime  Minister
(PM)",18/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
22,One   w/watch   gents (TAG Heuer),"Syed  Masood  Alam  Rizvi, Cabinet Secretary,",20/02/2008,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
26,"One   w/watch   lady’s
(Tag Heuer)","Spouse      of      Secretary Education,   Mr.   Jehangir
Bashar",26/02/2008,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
36,One Wrist Watch Ebel (No.1955K41),"Lt.   Col.   Qazi   Muhammad Ikram, APS (C)",07/02/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
265,One Wrist Watch Ebel (No.1955K41),"Col. Muhammad Ilyas, CSO to President",21/06/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
79,Two  Mobile  Phone  sets Samsung SGH-D600,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",11/10/2005,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
438,"One Pen set i.e. (Pen + ball Point, Mont Blanc)","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",25/01/2005,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
1,"a.  One   wood   carving handmade   table   in oriental style
b.  Two   wood   carving
handmade  chairs  in oriental style","Mr.       Abdul       Razzak Dawood,  Advisor  to  the Prime       Minister       on Commerce & Investment",04/01/2021,"Rs.45,000/-","45,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
138,One Carpet,"Sardar           Usman
Ahmed             Khan
Buzdar,            Chief Minister of Punjab",10/07/2019,"Rs.45,000/-","45,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
211,One Watch Hamilton,"Mr.     Muhammad     Yar Kalyar,    Security    Staff President Secretariat",15/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
219,One       Wrist       Watch Hamilton (No.ATM/100FT),"Hav.  Muhammad  Zubair, SSG, Gunman",16/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
231,One       Wrist       Watch Hamilton (No.H 325550),"Mr.      Sadiq      Sanjrani, Coordinator,             PM’s Grievances Wing",18/08/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
6,One  wrist  watch  Gio Monoco,"Dr.   Asim   Hussain, Chairman         NRB, Advisor    to    Prime Minister               on
Petroleum          and Natural Resources",27/01/2009,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
35,One Wrist Watch Ebel (No.1955K41),"Lt.  Col.  Syed  Muhammad Adnan,   DMS   to   President
(Deputy  Military  Secretary to the President)",07/02/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
264,One Wrist Watch Ebel (No.1955K41),"Brig.   Muhammad   Iftikhar Mansoor, DG (S)",21/06/2007,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
149,One cutlery set,"Gen   Parvez   Musharaf, President of Pakistan",18/05/2006,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
200,One     Wrist     Watch Baume     &     Mercier Geneve Automatic,"Mr.     Tariq     Azizuddin, Former        Chief        of Protocol,     Ministry     of
Foreign Affairs",05/06/2006,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
237,One      wrist      watch Concord     (No.15-C2- 230 1155768),"Mr.     Shaukat     Abbas, Assistant           Protocol Officer    to   the    Prime
Minister",05/07/2006,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
252,One Wrist Watch Concord No.1178431,Lt.      General      Ashfaq Pervez Kiani,07/08/2006,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
146,One    model    of Masjid-e- Nabvi,"General Parvez Musharraf, President
/ Chief Executive of Pakistan",03/07/2002,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
251,One Watch Hamilton,"Mr.       Sajid       Hameed Cameraman, APP",26/09/2011,"Rs.60,000/-","60,000",,,"Rs.7,500/-",7500.00,-,,"Amount deposited, gift retained",,,
328,"One       Jewelry       Box containing  a  ring  +  a
pair    of    earrings    in palladium and diamonds","General Pervez Musharaf, President of Pakistan",24/09/2005,"Rs.59,850/-","59,850",,,"Rs.7,478/-",7478.00,-,,"Amount deposited, gift retained",,,
179,One MP-5 Gun,"Mr.  Shaukat  Aziz  Prime Minister, of Pakistan",09/02/2005,"Rs.59,554/-","59,554",,,"Rs.7,433/-",7433.00,-,,"Amount deposited, gift retained",,,
119,"One    MP-5   gun   (No. A01262) along with two
magazine     belt     and accessories Box","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",05/03/2005,"Rs.59,250/-","59,250",,,"Rs.7,387/-",7387.00,-,,"Amount deposited, gift retained",,,
155,"a.  One carpet
b.  One          picture frame
c.  One brass vas","General                 Parvez Musharraf,   President   of Pakistan",22/07/2004,"a.  Rs.14,000/-
b.  Rs.7,500/-
c.  Rs.3,200/-
d.  Rs.18,000/-",  Rs,"14,000",,"Rs.7,365/-",7365.00,-,,"Amount deposited, gift retained",,,
134,"A Wrist watch MDM
Geneva   Depone-   WAT RES 5ATM","Col.    ®    Salik    Nawaz,
Deputy  Chief  of  Protocol, Ministry of foreign Affairs",08/06/2005,"Rs.58,000/-","58,000",,,"Rs.7,200/-",7200.00,-,,"Amount deposited, gift retained",,,
401,One Wrist Watch Hublot,"Maj.    General    Tasawar
Hussain,             Personal physician to the President",29/11/2005,"Rs. 58,000/-","58,000",,,"Rs.7,200/-",7200.00,-,,"Amount deposited, gift retained",,,
184,One Wrist Watch Hublot,"Mr.  Muhammad  Saleem, Information           Officer
President Sectt.",15/08/2005,"Rs.58,000/-","58,000",,,"Rs.7,200/-",7200.00,-,,"Amount deposited, gift retained",,,
2,One Wrist watch Hublot,"Mr.   Ehsanullah,   Special Envoy to President",01/12/2005,"Rs.58,000/-","58,000",,,"Rs.7,200/-",7200.00,-,,"Amount deposited, gift retained",,,
170,"a.  One coin
b.  wrist watch longiness","Secretary     Ministry     of petroleum     &     Natural
Resources",17/12/2005,"a.  Rs.2,000/-
b.  Rs.55,000/-",  Rs,"2,000",,"Rs.7,050/-",7050.00,-,,"Amount deposited, gift retained",,,
85,One      Mobile      Phone (Huawei) Mate 8,"Mr. Sartaj Aziz, Advisor to   the   Prime   Minister
on Foreign Affairs",08/04/2016,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
7,One Carpet,"Raja Pervez Ashraf, Prime       Minister       of
Pakistan",21/02/2013,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
69,"a)  Empire Table Set.
b)  Box         Containing Jewelry.
c)  Piece of Cloth.","First  Lady  of  Pakistan, Wife   of   Mr.   Mamnoon Hussain",21/09/2017,"a)  Rs.30,000/-
b)  Rs.15,000/-
c)  NCV","30,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
56,"One               carpet
(Handmade)","Mr.  Sartaj  Aziz,  Adviser to  the  Prime  Minster  on National     Security     & Foreign Affairs",27/11/2013,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
57,One     table     clock (Chopard),"Mr.  Sartaj  Aziz,  Adviser to  the  Prime  Minster  on National     Security     &
Foreign Affairs",27/11/2013,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
67,"One                  Carpet
(handmade)(Iranian)","Raja  Pervez  Ashraf,  Prime Minister of Pakistan",13/08/2012,"Rs. 45,000/-","45,000",,,"Rs. 7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
68,"Watch       Van       Der
Bausede  with  Pari  of Cufflinks & Ball pen","Raja       Pervez       Ashraf, Secretary General PPPP",03/09/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
89,"Wrist  watch  Salvatore
Ferragamo (No.K11090207)","Shazia       Azam,       Lady
Constable,  Prime  Minister, Sectt",02/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
90,"Wrist  watch  Salvatore Ferragamo
(No.K11090176)","Rukhsana   Parveen,   Lady Constable  Prime  Minister,
Sectt",02/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
96,"One      Wrist      watch
Salvatore    Ferragamo (No. K11090205)","Begum   Ambreen   Tahira,
Wife  of  Military  Secretary to the Prime Minister",08/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
116,Wrist    watch    Cimier (6102/5952A10),"Brig.   Muhammad   Aamer,
Military      Secretary      to President of Pakistan",19/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
117,Wrist    watch    Cimier (6102/3391A11),"Capt.   (PN)   Amir   Saeed, DMS, to President",19/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
118,Wrist    watch    Cimier (6102/2740A7),"Lt. Col. Imran Haider, DMS to President",19/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
119,Wrist    watch    Cimier (6102/2940A7),"Sqn.    Ldr.    Malik     Jalal Farooq,     ADC     to     the
President of Pakistan",19/11/2012,"Rs.45,000/-","45,000",,,"Rs.7,000/-",7000.00,-,,"Amount deposited, gift retained",,,
